feature,p_value,p_adj
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__CACEJU01,0.5546478641107315,0.7050404519932509
d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__JAGNLV01,0.55461420291677,0.7050404519932509
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544,0.5549726443958268,0.7053003027888843
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__JAAUSG01,0.5549365286658807,0.7053003027888843
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__UBA3637;g__RGIG7089,0.555577638396954,0.7059926186720482
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JAAYUU01,0.5557861942379508,0.7061810707359913
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLAD01;f__SLAD01;g__SKZA01,0.5558717613683468,0.7062132296191896
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315,0.5560386779302766,0.7063487215849601
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Lagierella,0.5561581831262443,0.7064075808827692
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__DSOI01,0.5562055594186173,0.7064075808827692
d__Bacteria;p__Firmicutes_B;c__Moorellia;o__JADQBR01;f__JADQBR01;g__JADQBS01,0.5564736490605634,0.7065514428291128
d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__JACPGR01,0.556499690166855,0.7065514428291128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Zhizhongheella,0.556499690166855,0.7065514428291128
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina,0.557259328731408,0.7074392691434253
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__JACRDB01,0.5579418473571872,0.7081523122185656
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula_A,0.5579080278446791,0.7081523122185656
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora,0.558076803861692,0.708246902139581
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXPC01,0.5584262941184428,0.7086137036669716
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAFGIS01,0.5585612953533577,0.7087082799113731
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Allopseudarcicella,0.5589025431684785,0.709030551954865
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia,0.55899185934063,0.709030551954865
d__Bacteria;p__Firmicutes_B;c__Moorellia;o__Moorellales;f__SLTJ01;g__JACIYD01,0.5589967832818219,0.709030551954865
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__REEB67,0.559093590501234,0.7090766021723257
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidomonas,0.5595146940821925,0.7094571258945467
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__SCRT01,0.5595146940821925,0.7094571258945467
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__SCN-52-12,0.5597048193287099,0.7096214282272263
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__JADFXG01,0.559796419945329,0.7096607941329645
d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__AC-48,0.559920299354031,0.7097410673187587
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Saliniradius,0.5602338495476424,0.7100617191195382
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__UBA2561,0.5604425323321223,0.7102494029987536
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SHXF01,0.5608042754110857,0.7106309987909963
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__JAAUTF01,0.5608894273150915,0.7106620635819321
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01,0.560968132129087,0.7106849539025942
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Indibacter,0.5627022152810557,0.7127447288512725
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__GWA2-44-9;g__2-01-FULL-41-21,0.5628905435146767,0.7127447288512725
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__J027;g__CFX10,0.5629719227965198,0.7127447288512725
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__SHYP01,0.5628444450998853,0.7127447288512725
d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__JAFGKZ01,0.5630196842751775,0.7127447288512725
d__Bacteria;p__Bdellovibrionota;c__UBA2394;o__UBA2394;f__UBA2394;g__JAFLCD01,0.5628905435146767,0.7127447288512725
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__WRKU01;f__WQUG01;g__WQVN01,0.5630196842751775,0.7127447288512725
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2753275,0.5630927431532163,0.7127602278599952
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Desertifilaceae;g__Roseofilum,0.5632691423178571,0.7128911553237077
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JADJBS01,0.563485386605269,0.7128911553237077
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylicorpusculum,0.5633745424093846,0.7128911553237077
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2184,0.5635003125357362,0.7128911553237077
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__CAJANQ01,0.5634848616001701,0.7128911553237077
d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__J004;g__JABFGF01,0.5636602480005444,0.7130165252635057
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__CAIJMU01,0.563800441501287,0.7131168977331194
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Rivularia,0.563891188105369,0.7131547129162539
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulforegulaceae;g__Desulforegula,0.5642229671889075,0.7134973214775567
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium_A,0.5645568465138,0.7137445487366353
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_D,0.5646011699093298,0.7137445487366353
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Domibacillaceae;g__Quasibacillus,0.5645660719859336,0.7137445487366353
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__PYGY01,0.5648234553644114,0.7138877480680882
d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-165,0.5648362702931213,0.7138877480680882
d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__Zgenome-0027;g__JAFGEC01,0.564965515178389,0.7139290598995173
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__JAFGFF01,0.565051703039925,0.7139290598995173
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891,0.565051703039925,0.7139290598995173
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__JAAXGX01,0.5651427017804531,0.7139670653084952
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__SCSIO-06110;g__Longirhabdus,0.5653391188500714,0.7140722766892396
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__OMJR01,0.5653478374914209,0.7140722766892396
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula,0.5655007306262432,0.7141884227305572
d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__MVRN01,0.565696035330036,0.7143581008585306
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_C,0.5658939935678128,0.7145310929341484
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermobaculales;f__Thermobaculaceae;g__Thermobaculum,0.566611933315127,0.7153605362978874
d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__64-32,0.5666875813842829,0.7153789803774014
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__GCA-2747105,0.5671157965592015,0.7158044323947615
d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXNM01,0.5671467541994673,0.7158044323947615
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01,0.5672137793469788,0.71581194077168
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565,0.5674388987341834,0.7158647893611011
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RGIG6720,0.56738182119634,0.7158647893611011
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Cetia,0.5673313102933869,0.7158647893611011
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Caminicellaceae;g__Caminicella,0.5679125338121982,0.7160269869048084
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA5796,0.5679630032693697,0.7160269869048084
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__Bog-1340,0.5677835442197294,0.7160269869048084
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135;g__CACLJX01,0.5679951277520481,0.7160269869048084
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__SBAW01;g__GWA1-54-10,0.5678410499413569,0.7160269869048084
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Polymorphobacter_A,0.5679630032693697,0.7160269869048084
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__SZUA-242;f__SZUA-242;g__JACRHH01,0.5679630032693697,0.7160269869048084
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2730855,0.5689469200730477,0.7171496992101656
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6729;f__UBA6729;g__JABAAT01,0.5691639643606361,0.7173461299394188
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__AN110305,0.5694506238705722,0.7176302485766781
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SZUA-226,0.5695164728423792,0.7176360672737
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-38,0.5699382156318245,0.7180902910347219
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01,0.570719515171671,0.7189201115447102
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Planobacterium,0.5706854573191162,0.7189201115447102
d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__MEUV01,0.5708326085060162,0.7189852951843644
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__SBAX01,0.5710010268207703,0.7191201412357004
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Euzebyales;f__Egibacteraceae;g__WHTG01,0.571127407846741,0.7192020221299886
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus,0.5716221395831657,0.7196426688180837
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aliidiomarina,0.5717360676688267,0.7196426688180837
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Bermanella,0.5717488113789087,0.7196426688180837
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__G519,0.571784345736689,0.7196426688180837
d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__UBA3103,0.571784345736689,0.7196426688180837
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__SYSU-D00535,0.5720882621222437,0.7198705638901327
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854,0.5720815137235732,0.7198705638901327
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__UBA6894,0.5723404166984971,0.719988633003847
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella,0.5727711794845097,0.719988633003847
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia,0.572915122522859,0.719988633003847
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__FACHB-152,0.572996747613197,0.719988633003847
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium,0.5729009702409898,0.719988633003847
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Salipaludibacillus,0.5724356235897121,0.719988633003847
d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__JACQFD01;g__JAEUHX01,0.5724288015677523,0.719988633003847
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__JAFGSZ01,0.5730265870101331,0.719988633003847
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Neomicrococcus,0.5730364692263137,0.719988633003847
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A,0.5729324177732751,0.719988633003847
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__M2410,0.5730421474965772,0.719988633003847
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__JAFGOJ01,0.572989573271029,0.719988633003847
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABJAG01,0.5730364692263137,0.719988633003847
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__PWTM01;f__CAACVY01;g__VGWF01,0.5724288015677523,0.719988633003847
d__Bacteria;p__Firmicutes_B;c__Moorellia;o__Desulfitibacterales;f__Desulfitibacteraceae;g__Desulfitibacter,0.5731864829818916,0.7200927838511919
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus,0.5734686717184382,0.7203631285939313
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-965;g__GCA-2737665,0.573524603490612,0.7203631285939313
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Domibacillaceae;g__JACDOC01,0.5741409725412705,0.7210600298096539
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Demequinaceae;g__JAFGBM01,0.5746167878361683,0.7215802800214179
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Methylobrevis,0.5747010923984534,0.7216088282526112
d__Bacteria;p__Desulfobacterota_E;c__MBNT15;o__MBNT15;f__MBNT15;g__FEB-35,0.5748532294430501,0.7217225333768127
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Lapillicoccus,0.5749260758256566,0.7217366761650273
d__Bacteria;p__Omnitrophota;c__Koll11;o__B26-G9;f__B26-G9;g__JAHJAO01,0.5751931162960485,0.7219945724525746
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JACDHQ01,0.5754648355674878,0.7221036266435714
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__DVEF01,0.5753690491253314,0.7221036266435714
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__S20-B6,0.5754344099902874,0.7221036266435714
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__JAFKGK01,0.5757088979629358,0.7222921157352978
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__QZLD01;f__QZLD01;g__QZLE01,0.5757383059043646,0.7222921157352978
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus,0.5758880710205345,0.7224026749824108
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_Z,0.5760637389816097,0.7225457000068992
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Melaminivora_A,0.5762656140288834,0.7227215619495466
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia,0.5766577871590629,0.723097922398787
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Laterigemmans,0.5766891024455173,0.723097922398787
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella,0.5769227373922389,0.7233134876162858
d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01,0.5770222706614307,0.7233608955130997
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RGIG2134,0.5772490276020257,0.7235677650797584
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Pirellulimonas,0.5773421141617897,0.7236070557134184
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Sporolactobacillaceae;g__Pullulanibacillus,0.5780343857958503,0.7243972413951417
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__JIR-001;g__Polycladomyces,0.5782278232780768,0.7244847219177956
d__Bacteria;p__Firmicutes_G;c__UBA4882;o__UBA10575;f__UBA10575;g__UBA5388,0.5782093270288785,0.7244847219177956
d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__SYOC01,0.5783611407413214,0.7244968543702743
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__GCA-2702065,0.5783451934633242,0.7244968543702743
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__JABDJG01,0.5785918518441843,0.7246309578557213
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinicoccus_A,0.5785364338467969,0.7246309578557213
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-965;g__VBWE01,0.5786713527065461,0.7246530883343008
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG6307,0.5797889057781141,0.7259749974059293
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Virgibacillus_E,0.5801524548426717,0.7263526087764248
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinorugispora,0.5802741551239994,0.7264273764209862
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__NS-4;g__SCTG01,0.5803407263002737,0.7264331210337721
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11,0.5804238664436914,0.7264596021700196
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__BS3,0.5806232384588785,0.7265976334420053
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus_A,0.5806581429025445,0.7265976334420053
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JAFKFI01,0.5811333971539615,0.7270370852523942
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus,0.5811333971539615,0.7270370852523942
d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__JACPFE01,0.5813215983503682,0.7271173033795427
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__UBA2020;g__CSBR16-224,0.5813215983503682,0.7271173033795427
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus_F,0.5814110358533294,0.7271515676236283
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gaetbulibacter,0.581839336873527,0.7276095847372744
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675,0.5820590375150997,0.7278066701885167
d__Bacteria;p__Delongbacteria;c__UBA4055;o__UBA4055;f__UBA4055;g__SLFX01,0.5824300255319019,0.7281928631570184
d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus,0.5825906572097568,0.7283160002664906
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__VFMC01,0.5831832684111455,0.728979085513932
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5,0.5834637058563259,0.7291740917718212
d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__4484-7,0.5834131241144587,0.7291740917718212
d__Bacteria;p__Planctomycetota;c__MHYJ01;o__MHYJ01;f__JACPRB01;g__JACQVR01,0.583540008341989,0.7291916939725036
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ahrensia,0.5837287174996073,0.7293497408417268
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__STGJ01,0.5838101693879066,0.7293737538883132
